event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,hashtag,tag
17.3,#ม็อบ25ตุลา : นราธิวาสปลดแอก โดยเครือข่ายนักศึกษานักกิจกรรม มหาวิทยาลัยนราธิวาสราชนครินทร์,7,1,1,25-10-2563,"อนุสาวรีย์นกสันติภาพ 
จ.นราธิวาส","เพื่อเรียกร้องให้พลเอกประยุทธ์ จันทร์โอชาลาออก, ร่างรัฐธรรมนูญใหม่ และหยุดคุกคามประชาชน",,,,
17.4,#ม็อบ25ตุลา : พระประแดง โดยคณะราษฎรพระประแดง,7,1,2,25-10-2563,"สามแยกพระประแดง 
จ.สมุทรปราการ",ประณามการสลายการชุมนุม #16ตุลาไปแยกปทุมวัน,,,,
17.5,การชุมนุม Flashmob #25ตุลา,7,1,2,25-10-2563,โซล เกาหลีใต้ ณ Dongdaemun Design Plaza ,,,,,
17.6,การชุมนุม Flashmob #25ตุลา,7,1,2,25-10-2563,โตเกียว ญี่ปุ่น ณ สถานี ชิบูย่า บริเวณรูปปั้นหมา Hachiko,,,,,
17.7,การชุมนุม Flashmob #25ตุลา,7,1,2,25-10-2563,ปารีส ฝรั่งเศส ณ Place de la Republique ,,,,,
17.8,การชุมนุม Flashmob #25ตุลา,7,1,2,25-10-2563,ออสติน เท็กซัส สหรัฐอเมริกา ณ Zilker park,,,,,
17/1,ม็อบเสื้อเหลือง #25ตุลา,4,2,2,25-10-2563,หน้ารัฐสภา,"https://news.thaipbs.or.th/content/297738

https://www.bangkokbiznews.com/news/detail/904392

https://www.sanook.com/news/8282566/",,,,
17/2,ม็อบเสื้อเหลือง #25ตุลา,4,2,2,25-10-2563,ศาลากลางจังหวัดระยอง ตำบลเนินพระ อำเภอเมือง จังหวัดระยอง,"แสดงพลังปกป้องสถาบันพระมหากษัตริย์

https://thainews.prd.go.th/th/news/detail/TCATG201025192958629",,,,
17/3,ม็อบเสื้อเหลือง #25ตุลา,4,2,2,25-10-2563,"สนามกีฬาเทศบาลเมืองนราธิวาส อ.เมือง 
จ.นราธิวาส","แสดงพลังปกป้อง และเทิดทูนสถาบันพระมหากษัตริย์

https://www.naewna.com/local/527448",,,,
18,#ม็อบ26ตุลา : #26ตุลาไปสถานทูตเยอรมัน,7,1,2,26-10-2563,"จาก สามย่านมิตรทาวน์ Samyan MitrTown ไปยัง สถานเอกอัครราชทูตเยอรมนี 
กรุงเทพมหานคร","- ปฏิรูปสถาบันกษัตริย์

- เรียกร้องแก้ไขรัฐธรรมนูญ

- ขับไล่รัฐบาล หรือบุคคลในรัฐบาล","1. ยืนยันเรียกร้องสามประการ คือ พล.อ.ประยุทธ์และองคาพยพต้องลาออก ร่างรัฐธรรมนูญฉบับประชาชนและปฏิรูปสถาบันพระมหากษัตริย์ให้อยู่ใต้รัฐธรรมนูญอย่างแท้จริง และได้ขอให้พล.อ.ประยุทธ์ลาออก

2. ขอให้ทางการเยอรมนีตรวจสอบว่า มีการใช้พระราชอำนาจของพระมหากษัตริย์ไทยเหนือดินแดนเยอรมันหรือไม่","1,2,3,4",,
18/1,"ม็อบเสื้อเหลือง
(#ม็อบ26ตุลา : ทนายนกเขายื่นหนังสือสถานทูตเยอรมนี)",4,2,2,26-10-2563,"สถานเอกอัครราชทูตเยอรมนี 
กรุงเทพมหานคร",เพื่อยื่นหนังสือนำเสนอข้อมูลข้อเท็จจริงของสถานการณ์ชุมนุมฯ กับสถาบันพระมหากษัตริย์ และปกป้องสถาบันกษัตริย์,,,,
18/2,ชาวเมืองกระบี่ กว่า 4 พันคน รวมพลังปกป้องสถาบัน,4,2,2,26-10-2563,บริเวณปฎิมากรรมปูดำ เขตเทศบาลเมืองกระบี่,"เพื่อแสดงออกถึงความจงรักภักดี ต่อสถาบันพระมหากษัตริย์

https://www.banmuang.co.th/news/region/210425",,,,
18/3,"กลุ่มประชาชนชาวอำเภอบันนังสตา จ.ยะลา กว่า 1,000 คน  รวมพลังแสดงเจตนารมณ์ปกป้องสถาบันพระมหากษัตริย์",4,2,2,26-10-2563,"บริเวณหน้าที่ว่าการอำเภอบันนังสตา 
จ.ยะลา","เพื่อแสดงออกถึงความจงรักภักดีและเทิดทูนไว้ซึ่งสถาบันชาติ ศาสนา และสถาบันพระมหากษัตริย์

https://www.naewna.com/local/527574",,,,
18/4,,4,2,2,26-10-2563,,,,,,
19.1,การชุมนุม Flashmob #27ตุลา,7,1,2,27-10-2563,สน.หัวหมาก กรุงเทพฯ,,,,,
19.2,การชุมนุม Flashmob #27ตุลา,7,1,2,27-10-2563,เดอะมอลล์บางกะปิ กรุงเทพฯ,,,,,
19.3,"การชุมนุม Flashmob #27ตุลา

#ม็อบ27ตุลา : ชักธงรบตะปบเผด็จการ

โดยกลุ่ม “เสรีชนคนกาฬสินธุ์” ",7,1,2,27-10-2563,ม.กาฬสินธุ์ ก่อนเดินไปศาลากลางกาฬสินธุ์ (หลังเก่า),"เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล","ข้อเรียกร้องคือ
 
- ให้นายกประยุทธ์ จันทร์โอชา และคณะลาออก 

- เปิดให้มีการแก้ไขรัฐธรรมนูญใหม่ 

- เปิดให้มีการเลือกตั้งอย่างบริสุทธิ์",,,
19.4,การชุมนุม Flashmob #27ตุลา,7,1,2,27-10-2563,ลานรวมใจ ประตูเมืองสกลนคร สกลนคร,,,,,
19.5,การชุมนุม Flashmob #27ตุลา,7,1,2,27-10-2563,บริเวณศาลหลักเมือง กาญจนบุรี,,,,,
19.6,การชุมนุม Flashmob #27ตุลา,7,1,2,27-10-2563,ลอสแองเจลีส สหรัฐอเมริกา  ณ กงสุลไทย Los Angeles,,,,,
19/1,ม็อบเสื้อเหลือง (สวนลุม),4,2,2,27-10-2563,"สวนลุมพินี
กรุงเทพมหานคร","https://www.posttoday.com/politic/news/636581#

แสดงความจงรักภักดี",,,,
19/2,ม็อบเสื้อเหลือง (สถานฑูตอเมริกา),4,2,2,27-10-2563,หน้าสถานทูตอเมริกา,"https://hilight.kapook.com/view/207790

เรียกร้องให้สหรัฐฯ ""เคารพในกิจการภายในของประเทศไทย” เพราะเชื่อว่ามีต่างประเทศอยู่เบื้องหลังการโจมตีสถาบันพระมหากษัตริย์",,,,
19/3,ม็อบเสื้อเหลือง (จอมบึง),4,2,2,27-10-2563,"หน้าที่ว่าการอำเภอจอมบึง
จ. ราชบุรี","https://www.dailynews.co.th/politics/803437

แสดงความจงรักภักดี",,,,
20,#ม็อบ27ตุลา : มรภ.พระนคร,7,1,2,27-10-2563,"มหาวิทยาลัยราชภัฏพระนคร
กรุงเทพมหานคร","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และให้ปล่อยแกนนำและผู้ชุมนุมที่ถูกคุมขังในขณะนี้ทั้งหมด",,,,
21.1,#ม็อบ28ตุลา : เรียกร้องให้ปล่อยตัวสุรนาถ โดยกลุ่ม “ดีจังยังทีม” เพื่อนของสุรนาถ แป้นประเสริฐ ,4,1,2,28-10-2563,ศาลอาญารัชดาฯ  กรุงเทพมหานคร,เรียกร้องให้ปล่อยตัวสุรนาถ ผู้ต้องหาคดีประทุษร้ายพระราชินีฯ,,,,
21.2,การชุมนุม Flashmob #28ตุลา,7,1,2,28-10-2563,"- ออลันโด้ สหรัฐอเมริกา ณ Lake Eola Park Area (Central Bvld & Eola Drive) , รวมตัวกันข้าง Walt Disney Amphitheater (โดมเขียว)",,,,,
24.1,#ม็อบ29ตุลา : รัฐร้าวเราไม่ลืม โดยคณะจุฬาฯ,7,1,1,29-10-2563,Sky Walk หน้า MBK Center,เพื่อสะท้อนความรุนแรงของรัฐที่มีต่อประชาชนตั้งแต่อดีต ทั้งเหตุการณ์สลายการชุมนุมที่อำเภอตากใบ การสลายการชุมนุมคนเสื้อแดงช่วงเหตุการณ์พฤษภา 53  และการสลายการชุมนุมของกลุ่มราษฎรเมื่อ 16 ตุลาคม 2563 ที่สี่แยกปทุมวัน ,"จำเป็นจะต้องมีการแก้ไขรัฐธรรมนูญใหม่ด้วยความโปร่งใสและยึดโยงกับประชาชน เพื่อให้ให้รัฐธรรมนูญได้มีหน้าที่พิทักษ์รับใช้ประชาชน และระบอบประชาธิปไตยดังเดิม 

เรียกร้องให้เกิดการแก้ไขรัฐธรรมนูญ ตามความต้องการของประชาชน ที่ได้เข้าชื่อร่วมกันถึงกว่าหนึ่งแสนคนเพื่อแก้ไขรัฐธรรมนูญตามกระบวนการ",,,
24.2,#ม็อบ29ตุลา : #ภาษีกู,7,1,2,29-10-2563,"สถานีรถไฟฟ้าศาลาแดง 
กรุงเทพมหานคร",เพื่อแสดงการตั้งคำถามถึงการใช้ภาษีที่เกี่ยวข้องกับสถาบันกษัตริย์,,,,
24.3,#ม็อบ29ตุลา : เนชั่นทีวี,7,1,2,29-10-2563,"เนชั่นทีวี 
กรุงเทพมหานคร",เพื่อเรียกร้องให้สมาคมนักข่าววิทยุและโทรทัศน์ตรวจสอบเนื้อหาข่าวของเนชั่น,,,,
24.4,"#ม็อบ29ตุลา : ราษฎรทั้งหลาย พึงรู้เถิดว่า โทรโข่งนี้เป็นของราษฎรทุกคน โดยกลุ่ม ""ขอนแก่นพอกันที""",7,1,2,29-10-2563,"อาคารคอมเพล็กซ์ มหาวิทยาลัยขอนแก่น
จ. ขอนแก่น",เชิญชวนนักศึกษาประชาชนทุกคนมาร่วมเป็นแกนนำ   ที่สามารถร่วมนำเสนอปัญหา ความอึดอัดและความไม่เป็นธรรมต่างๆที่เกิดขึ้นในสังคมไทย ,,,,
25.1,#ม็อบ30ตุลา,7,1,2,30-10-2563,ฟิวเจอร์พาร์ครังสิต,"https://www.posttoday.com/politic/news/636851
",,,,
25.2,#ม็อบ30ตุลา,7,1,2,30-10-2563,หน้าเดอะมอลล์บางกะปิ,,,,,
25.3,"#ม็อบ30ตุลา : ชุมนุมให้กำลังใจปนัสยา, พริษฐ์,ภาณุพงศ์และปฏิภาณ","5 , 7",1,2,30-10-2563,จาก เรือนจำพิเศษกรุงเทพมหานคร จ.กรุงเทพมหานคร ไปยัง สน.ประชาชื่น จ.กรุงเทพมหานคร,"เพื่อให้กำลังใจปนัสยา สิทธิจิรวัฒนกุล (รุ้ง), พริษฐ์ ชิวารักษ์ (เพนกวิน), ภาณุพงศ์ จาดนอก (ไมค์) และปฏิภาณ ลือชา (หมอลำแบงค์)",,,,
25.4,#ม็อบ30ตุลา : ยกระดับการชุมนุมนนทบุรี (เครือข่ายคนรุ่นใหม่นนทบุรี),7,1,2,30-10-2563,"เซ็นทรัลเวสต์เกต 
จ.นนทบุรี","ข้อเรียกร้อง 3 ข้อ คือ นายกฯ ต้องลาออก, แก้ไขรัฐธรรมนูญ และหยุดคุกคามประชาชน",การที่เรียกร้องไปแล้วเขาให้คดีกับพวกเรากลับมา ดังนั้นต่อจากนี้ไป ข้อเรียกร้องจากเครือข่ายคนรุ่นใหม่นนทบุรี จาก 3 ข้อ จะเหลือข้อเดียว คือ นายกฯ ต้องลาออก,,,
25.5,#ม็อบ30ตุลา : ลอยกระทงส่งเผด็จการ อยุธยา โดยกลุ่มเพื่ออยุธยาเพื่อประชาธิปไตย,7,1,2,30-10-2563,"ป้อมเพชร 
จ.พระนครศรีอยุธยา","เรียกร้องให้ปล่อยตัวผู้ต้องหาทางการเมือง, เรียกร้องพรรคร่วมรัฐบาลถอนตัวออกจากรัฐบาลเพื่อกดดันพล.อ.ประยุทธ์ ให้ลาออก, เรียกร้องให้แก้รัฐธรรมนูญ โดย สสร. มาจากการเลือกตั้ง 100% และเปิดพื้นที่การพูดคุยเรื่องสถาบันพระมหากษัตริย์อย่างปลอดภัย",,,,
25.6,#ม็อบ30ตุลา : โคราษฎร์จะฟาดเผด็จการ โดยกลุ่มเยาวชนปลดแอกโคราชและ แกนนำกลุ่ม Korat Movement,7,1,2,30-10-2563,"ลานสเก็ตบอร์ด ข้างวัดพายัพ 
จ.นครราชสีมา",แสดงพลังขับไล่รัฐบาล พล.อ.ประยุทธ์ จันทร์โอชา และคณะ,"ข้อเรียกร้อง 3 ข้อ คือ 

1.พล.อ.ประยุทธ์ จันทร์โอชา และคณะต้องลาออกจากรัฐบาล

2.ร่างรัฐธรรมนูญใหม่ 

3.ปฏิรูปสถาบัน 

รวมถึงเรียกร้องให้ปล่อยแกนนำและผู้ชุมนุมที่ถูกควบคุมตัวไปด้วย",,,
25.7,#ม็อบ30ตุลา : #ชมพูขาวไม่เอาเผด็จการ,7,1,2,30-10-2563,"โรงเรียนสตรีสิริเกศ
 จ.ศรีสะเกษ",เพื่อประณามการกระทำความรุนแรงของรัฐต่อประชาชนและแสดงความเห็นด้วยต่อข้อเรียกร้องของคณะราษฎร,,,,
25.8,#ม็อบ30ตุลา : แฟลชม็อบต่อต้านเผด็จการ,7,1,2,30-10-2563,"โรงเรียนศรีสะเกษวิทยาลัย 
จ.ศรีสะเกษ","เพื่อแสดงจุดยืนขอนักเรียนในการสนับสนุนประชาธิปไตย, แสดงความต้องการความปลอดภัยในสถานศึกษา, ประณามการสลายการชุมนุมจับกุมแกนนำและเพื่อกล่าวถึงปัญหาในประเทศ","สามข้อเรียกร้อง

1. พลเอกประยุทธ์ จันทร์โอชาต้องลาออก

2. ร่างรัฐธรรมนูญใหม่

3. ปฏิรูปสถาบันกษัตริย์",,,
25.9,#ม็อบ30ตุลา : ราษฎรชัยภูมิ,7,1,2,30-10-2563,"ศาลากลางจังหวัดชัยภูมิ 
จ.ชัยภูมิ","ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,เรียกร้องแก้ไขรัฐธรรมนูญ,ปฏิรูปสถาบันกษัตริย์",,,,
25.1,#ม็อบ30ตุลา,7,1,2,30-10-2563,จ.นครพนม ศาลหลักเมืองอำเภอนาแก,,,,,
25.11,#ม็อบ30ตุลา,7,1,2,30-10-2563,จ.ราชบุรี หน้าสถานีรถไฟบ้านโป่ง,,,,,
25.12,#ม็อบ30ตุลา,7,1,2,30-10-2563,จ.สมุทรสาคร วงเวียนน้ำพุมหาชัย,,,,,
25.13,#ม็อบ30ตุลา (Free Thai Movement in Sweden),7,1,2,30-10-2563,สวีเดน สถานเออัครราชทูตไทย ณ สตอกโฮล์ม,,,,,
26.1,#ม็อบ31ตุลา (โดยกลุ่ม 24 มิถุนา/WeVolunteer),7,1,2,31-10-2563,สะพานลอยหน้าสำนักพิมพ์ไทยรัฐ,รำลึกครบรอบการจากไปของลุงนวมทอง ผู้ต่อต้านเผด็จการ ,,,,
26.2,#ม็อบ31ตุลา : บัณฑิตธรรมศาสตร์ของราษฎร,7,1,2,31-10-2563,"มหาวิทยาลัยธรรมศาสตร์ ท่าพระจันทร์
กรุงเทพมหานคร",,,,,
26.3,#ม็อบ31ตุลา : ลอยอังคารเผด็จการไทย นครปฐม,7,1,2,31-10-2563,"ถนนคนเดิน หน้าวัดพระงาม 
จ.นครปฐม","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์,เรียกร้องนโยบายเพื่อเกษตรกร,เรียกร้องความยุติธรรมในระบบศาล",,,,
26.4,"#ม็อบ31ตุลา : เรียกร้องให้ปล่อยตัวปนัสยา, พริษฐ์และภาณุพงศ์",7,1,2,31-10-2563,"สถานีตำรวจภูธรพระนครศรีอยุธยา 
จ.พระนครศรีอยุธยา",,“ปล่อยเพื่อนเรา”,,,
26.5,#ม็อบ31ตุลา : #ลอยอังคารไล่เผด็จการ,7,1,2,31-10-2563,"ศาลหลักเมือง จังหวัดอุบลราชธานี 
จ.อุบลราชธานี",เรียกร้องให้ปล่อยแกนนำ และรำลึกลุงนวมทอง,,,,
26.6,#ม็อบ31ตุลา,7,1,2,31-10-2563,สี่แยกเอเชีย พัทลุง,,,,,
26.7,#ม็อบ31ตุลา,7,1,2,31-10-2563,สวนเพชบุระ เพชรบูรณ์,,,,,
26.8,#ม็อบ31ตุลา,7,1,2,31-10-2563,หน้าไร่ฟอร์ด เชียงใหม่,,,,,
26.9,#ม็อบ31ตุลา,7,1,2,31-10-2563,"WASHINGTON SQUARE, USA",,,,,
26.1,#ม็อบ31ตุลา,7,1,2,31-10-2563,"INSBRUCK, AUSTRIA",,,,,
26.11,#ม็อบ31ตุลา,7,1,2,31-10-2563,"TOWNHALL SYDNEY, AUSTRALIA",,,,,
27.1,#ม็อบ 1 พฤศจิกา,7,1,2,01-11-2563,แยกอุดมสุข,https://www.thairath.co.th/news/politic/1966736,,,,
27.2,#ม็อบ1พฤศจิกา : เผด็จการเป็นเหตุศรีสะเกษจะไม่ทน,7,1,2,01-11-2563,ศาลหลักเมือง จ.ศรีสะเกษ,"ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,เรียกร้องแก้ไขรัฐธรรมนูญ",,,,
27.3,#ม็อบ1พฤศจิกา : Pattaya ได้เวลาประชาชน,7,1,2,01-11-2563,หน้าห้างเซ็นทรัลพัทยาบีช จ.ชลบุรี,เพื่อเรียกร้องต่อภาครัฐให้ปล่อยตัวแกนนำนักต่อสู้เพื่อประชาธิปไตยและผู้ที่ถูกจับกุมทุกคน,,,,
27.4,#ม็อบ 1 พฤศจิกา,7,1,2,01-11-2563,สวนสาธารณะ จุดพักรถบายพาส สระบุรี,,,,,
27.5,#ม็อบ 1 พฤศจิกา,7,1,2,01-11-2563,หน้าที่ว่าการอำเภอเลิงนกทา ยโสธร,,,,,
27.6,#ม็อบ 1 พฤศจิกา,7,1,2,01-11-2563,สะพานนริศ สุราษฎร์ธานี,,,,,
27/1,#ม็อบ1พฤศจิกา : บิณฑ์ บรรลือฤทธิ์และเครือข่าย,4,1,2,01-11-2563,"สนามหลวง (หน้าวัดพระแก้ว)
กรุงเทพมหานคร",ปกป้องสถาบันพระมหากษัตริย์,,,,
28.1,#ม็อบ2พฤศจิกา : MRT ท่าพระ,7,1,2,02-11-2563,"MRTท่าพระ 
กรุงเทพมหานคร","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,,,
28.2,#ม็อบ2พฤศจิกา : #เวียงป่าเป้าบ่เอาเผด็จการ,7,1,2,02-11-2563,"ป่าช้าชุมชนเวียงป่าเป้า 
จ.เชียงราย",เรียกร้องแก้ไขรัฐธรรมนูญและยุบสภา,"ข้อเรียกร้องสองข้อใหญ่ ได้แก่ 

หนึ่ง เรียกร้องให้ร่างรัฐธรรมนูญใหม่ทั้งฉบับ เนื่องจากเห็นว่าเป็นรัฐธรรมนูญที่เป็นเครื่องมือสืบทอดอำนาจของรัฐบาลเผด็จการ 

สอง เรียกร้องให้มีการยุบสภา เนื่องจากความล้มเหลวในการบริหารประเทศของรัฐบาล",,,
28/1,คชโยธี เฉียบแหลม แกนนำกลุ่มเยาวชนช่วยชาติปกป้องสถาบัน อ่านแถลงการณ์และประกาศจุดยืน,4,1,2,02-11-2563,"อนุสาวรีย์ประชาธิปไตย
กรุงเทพมหานคร","เพื่อแสดงจุดยืนปกป้องคนดี ปกป้องบ้านเมือง ปกป้องชาติศาสนาพระมหากษัตริย์, ไม่ยุบสภา เพราะรัฐบาลชุดนี้ดีและปกป้องสถาบัน ไม่เคยทำผิดและไม่เคยโกงใครและทางกลุ่มจะไม่เข้าข้างคนชั่ว ที่คิดล้มสถาบันและที่คิดก่อสงครามกลางเมือง","อุดมการณ์กลุ่ม 5 ข้อ

1.ให้ความรู้ตามสถานศึกษา อธิบายความจริงและข้อเท็จจริงโดยให้เด็กมีอิสระมากที่สุด ซึ่งจะใช้การถามตอบและใช้เหตุผล 

2.ดำเนินคดีผู้หมิ่นสถาบัน ตามรัฐธรรมนูญและกฎหมายอาญามาตรา 112 

3.ม็อบไม่ต้องการแก้ไขรัฐธรรมนูญปี 2560 เพราะผู้ต้องการแก้ไขไม่หวังดี ต้องการให้พระมหากษัตริย์เทียบคู่ประชาชน และหากแก้ไขจะทำให้นักการเมืองได้ประโยชน์ ดังนั้น รัฐธรรมนูญฉบับนี้ต้องอยู่ต่อไป 

4.เยาวชนช่วยชาติจะขอปกป้องสถาบันชาติ ศาสนา พระมหากษัตริย์จนชีวิตจะหาไม่และไม่ให้ใครมาทำลายสถาบัน

5.จะไม่มีใครเปลี่ยนแปลงวัฒนธรรมได้ เพราะทางกลุ่มจะรักษาให้นานเท่านาน เพราะคนต่างชาติมองวัฒนธรรมไทยเป็นสิ่งที่ดี มีคนมาเที่ยวมากมาย

จุดหมายอีก 3 ข้อ

 1.ปกป้องคนดี ปกป้องบ้านเมือง ปกป้องชาติศาสนาพระมหากษัตริย์

2.ไม่ยุบสภา เพราะรัฐบาลชุดนี้ดีและปกป้องสถาบัน ไม่เคยทำผิดและไม่เคยโกงใคร

3.ทางกลุ่มจะไม่เข้าข้างคนชั่ว ที่คิดล้มสถาบันและที่คิดก่อสงครามกลางเมือง
",,,
29.1,#ม็อบ3พฤศจิกา:SavePornhub,7,1,2,03-11-2563,"ศูนย์ราชการเฉลิมพระเกียรติ (อาคาร B) 
กรุงเทพมหานคร","แสดงออกถึงการคัดค้านการบล็อค ""PORNHUB""",,,,
29.2,#ม็อบ3พฤศจิกา : ทวงคืน Pornhub,7,1,2,03-11-2563,"มหาวิทยาลัยขอนแก่น 
จ.ขอนแก่น","- คัดค้านการบล็อคเว็บไซต์ PORNHUB 

- ยืนยันในข้อเสนอ 3 ข้อเหมือนเดิม ได้แก่ 1.ประยุทธ์ต้องลาออก 2.ต้องมีการร่างรัฐธรรมนูญใหม่ และ 3.ปฎิรูปสถาบันกษัตริย์ให้มาอยู่ภายใต้รัฐธรรมนูญ",,,,
30.1,"""คณะราษฎร"" ตั้งโต๊ะแถลงการณ์",7,1,2,04-11-2563,สนามหลวง,"แสดงจุดยืนไม่ร่วมสังฆกรรมกับคณะกรรมการปรองดองสมานฉันท์ ที่รัฐบาลกำลังจัดตั้ง และย้ำจุดยืนข้อเรียกร้อง 3 ข้อ

https://www.bbc.com/thai/thailand-54820795","ข้อเรียกร้อง 3 ข้อ ได้แก่ 

1. พล.อ.ประยุทธ์ จันทร์โอชา นายกฯ และองคาพยพ ลาออก 

2. ร่างรัฐธรรมนูญใหม่จากประชาชน

3. ปฏิรูปสถาบันกษัตริย์ให้กลับมาอยู่ใต้รัฐธรรมนูญเพื่อให้สามารถดำรงอยู่ในประเทศไทยได้อย่างสง่างาม","1,2,3,4",,
30.2,#ม็อบ4พฤศจิกา : เผาพริกเผาเกลือสาปแช่งศักดินา,7,1,1,04-11-2563,"มหาวิทยาลัยวลัยลักษณ์ 
จ.นครศรีธรรมราช",เพื่อร่วมทำพิธีสาปแช่งศักดินา,,,,
31,#ม็อบ5พฤศจิกา: เราคือราษฎร,7,1,2,05-11-2563,"หอนาฬิกา มหิดล ศาลายา 
จ.นครปฐม","https://www.dailynews.co.th/politics/805280

เพื่อยืนยันข้อเรียกร้องของกลุ่มคณะราษฎร 3 ข้อ คือ นายกลาออก แก้ไขรัฐธรรมนูญและปฏิรูปสถาบันกษัตริย์ โดยยืนยันไม่ลดเพดานข้อเรียกร้อง",,,,
32.1,#ม็อบ6พฤศจิกา,7,1,2,06-11-2563,เขื่อนเรียงหินศาลากลาง ชัยนาท,https://www.thairath.co.th/news/politic/1971025,,,,
32.2,#ม็อบ6พฤศจิกา : ฌาปนกิจประยุทธ์ จันทร์โอชา,7,1,2,06-11-2563,เมเจอร์ ปากเกร็ด จ.นนทบุรี,"https://www.thairath.co.th/news/politic/19710255

เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,,,
32.3,#ม็อบ6พฤศจิกา : คณะราษฎรชัยนาท,7,1,2,06-11-2563,"เขื่อนเรียงหิน 
จ.ชัยนาท","https://www.thairath.co.th/news/politic/1971025

เพื่อแสดงจุดยืนว่า ต้องการเรียกร้อง 3 ข้อเหมือนคณะราษฎรที่กรุงเทพฯ","ให้นายกรัฐมนตรีลาออก แก้ไขรัฐธรรมนูญ และให้รัฐบาลหยุดคุกคามประชาชน",,,
32.4,#ม็อบ6พฤศจิกา : ถ้าคิดว่ามันแย่ก็แค่ออกมาแสดงจุดยืน #เจตจำนงเสรีที่นี่โคราช,7,1,2,06-11-2563,"อนุสาวรีย์ท้าวสุรนารี 
จ.นครราชสีมา","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์","เจตจำนง 3 ข้อ คือ 

1. พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีต้องลาออก
 
2. ร่างรัฐธรรมนูญใหม่

3. ปฏิรูปสถาบัน  

รวมถึงเรียกร้องให้ปล่อยแกนนำและผู้ชุมนุมที่ถูกควบคุมตัวโดยไม่มีเงื่อนไข",,,
33.1,"#ม็อบ 8 พฤศจิกา (มีการฉีดน้ำใส่ผู้ชุมนุม)
(#ม็อบ8พฤศจิกา : ราษฎรสาส์น)",7,1,2,08-11-2563,อนุสาวรีย์ประชาธิปไตย -> พระบรมมหาราชวัง,"- เพื่อสื่อสารข้อเรียกร้องโดยตรงไปยังกษัตริย์ เพื่อให้สถาบันกษัตริย์กลับมาอยู่ภายใต้รัฐธรรมนูญ

- เดินขบวนไปยื่นหนังสือถึงพระมหากษัตริย์ เรียกร้องให้ปฏิรูปสถาบันฯให้อยู่ใต้รัฐธรรมนูญอย่างแท้จริงและสอดคล้องกับระบอบประชาธิปไตย",,4,,
33.2,#ม็อบ8พฤศจิกา : บ่อวินรวมพลไม่ทนเผด็จการ โดยกลุ่มพัฒนาแรงงานสัมพันธ์ตะวันออก ร่วมกับกลุ่มโกงกาง จากมหาวิทยาลัยบูรพา กลุ่มคนรุ่นใหม่บ่อวิน กลุ่มคนรักประชาธิปไตยบ่อวิน สหภาพแรงงานต่างๆ ในพื้นที่ จ.ชลบุรี และ จ.ระยอง,7,1,2,08-11-2563,"ธนาคารกรุงเทพ สาขาสี่แยกปากร่วม 
จ.ชลบุรี",เพื่อเรียกร้องประชาธิปไตย ขับไล่นายกรัฐมนตรี และออกแถลงการณ์,"มีข้อเรียกร้องดังนี้ 
1. ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและพรรคพวกต้องลาออกทันที พร้อมกับถูกดำเนินตดีตามกฎหมายอย่างถึงที่สุด

2. ร่างรัฐธรรมนูญฉบับประชาชนและต้องรับรองสิทธิแรงงาน

3. ปฏิรูปสถาบันกษัตริย์ให้อยู่ภายใต้รัฐธรรมนูญ

4. หยุดคุกคามประชาชนและยุติการดำเนินคดีกับผู้ชุมนุมทางการเมืองทุกคน

5. ยกเลิกกฎหมายการจ้างงานแบบเหมาค่าแรง (sub-contract)",,,
33.3,#ม็อบ8พฤศจิกา : รวมพลคนพัทยารักประชาธิปไตย โดยกลุ่มคณะราษฎร พัทยา,7,1,2,08-11-2563,"หาดจอมเทียน 
จ.ชลบุรี","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,,,
33/1,"ม็อบเสื้อเหลือง (กลุ่มศูนย์รวมประชาชนปกป้องสถาบัน (ศปปส.))

#ม็อบ8พฤศจิกา : ศปปส. เฝ้าระวังการจาบจ้วง","4 , 33.1",2,2,08-11-2563,"อนุสาวรีย์ประชาธิปไตย
กรุงเทพมหานคร","ปกป้องสถาบันกษัตริย์

เฝ้าสังเกตการณ์และเฝ้าระวังการจาบจ้วงก้าวล่วงสถาบันของม็อบราษฎร 63",,,,
