event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,hashtag,tag
160,#ม็อบ26ตุลา : #26ตุลาไปสถานทูตเยอรมัน,15,1,2,26-10-2563,"สามย่านมิตรทาวน์ Samyan MitrTown -> สถานเอกอัครราชทูตเยอรมนี 
กรุงเทพมหานคร","- ปฏิรูปสถาบันกษัตริย์

- เรียกร้องแก้ไขรัฐธรรมนูญ

- ขับไล่รัฐบาล หรือบุคคลในรัฐบาล","1. ยืนยันเรียกร้องสามประการ คือ พล.อ.ประยุทธ์และองคาพยพต้องลาออก ร่างรัฐธรรมนูญฉบับประชาชนและปฏิรูปสถาบันพระมหากษัตริย์ให้อยู่ใต้รัฐธรรมนูญอย่างแท้จริง และได้ขอให้พล.อ.ประยุทธ์ลาออก

2. ขอให้ทางการเยอรมนีตรวจสอบว่า มีการใช้พระราชอำนาจของพระมหากษัตริย์ไทยเหนือดินแดนเยอรมันหรือไม่","1,2,3,4",,
161,"ม็อบเสื้อเหลือง
(#ม็อบ26ตุลา : ทนายนกเขายื่นหนังสือสถานทูตเยอรมนี)",5,2,2,26-10-2563,"สถานเอกอัครราชทูตเยอรมนี 
กรุงเทพมหานคร",เพื่อยื่นหนังสือนำเสนอข้อมูลข้อเท็จจริงของสถานการณ์ชุมนุมฯ กับสถาบันพระมหากษัตริย์ และปกป้องสถาบันกษัตริย์,,,,
162,ชาวเมืองกระบี่ กว่า 4 พันคน รวมพลังปกป้องสถาบัน,5,2,2,26-10-2563,"บริเวณปฎิมากรรมปูดำ เขตเทศบาลเมืองกระบี่
จ.กระบี่","เพื่อแสดงออกถึงความจงรักภักดี ต่อสถาบันพระมหากษัตริย์

https://www.banmuang.co.th/news/region/210425",,,,
163,"กลุ่มประชาชนชาวอำเภอบันนังสตา จ.ยะลา กว่า 1,000 คน  รวมพลังแสดงเจตนารมณ์ปกป้องสถาบันพระมหากษัตริย์",5,2,2,26-10-2563,"บริเวณหน้าที่ว่าการอำเภอบันนังสตา 
จ.ยะลา","เพื่อแสดงออกถึงความจงรักภักดีและเทิดทูนไว้ซึ่งสถาบันชาติ ศาสนา และสถาบันพระมหากษัตริย์

https://www.naewna.com/local/527574",,,,
164,การชุมนุม #27ตุลา,15,1,2,27-10-2563,"สน.หัวหมาก
กรุงเทพมหานคร",,,,,
165,การชุมนุม #27ตุลา,15,1,2,27-10-2563,"เดอะมอลล์บางกะปิ
กรุงเทพมหานคร",https://www.nationtv.tv/main/content/378803048,,,,
166,"#ม็อบ27ตุลา : ชักธงรบตะปบเผด็จการ

โดยกลุ่ม “เสรีชนคนกาฬสินธุ์” ",15,1,2,27-10-2563,"มหาวิทยาลัยกาฬสินธุ์ ก่อนเดินไปศาลากลางกาฬสินธุ์ (หลังเก่า)
จ.กาฬสินธุ์
","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล","ข้อเรียกร้องคือ
 
- ให้นายกประยุทธ์ จันทร์โอชา และคณะลาออก 

- เปิดให้มีการแก้ไขรัฐธรรมนูญใหม่ 

- เปิดให้มีการเลือกตั้งอย่างบริสุทธิ์","1,2,3",,
167,การชุมนุม #27ตุลา,15,1,2,27-10-2563,"ลานรวมใจ ประตูเมืองสกลนคร
จ.สกลนคร",https://www.facebook.com/Sknprogressive/posts/173005127771402/,,,,
168,การชุมนุม #27ตุลา โดยกลุ่มกาญจน์ปลดแอก,15,1,2,27-10-2563,"ถนนหลักเมือง เขตเทศบาลเมืองกาญจนบุรี
จ.กาญจนบุรี","โจมตีการบริหารราชการของรัฐบาลที่ล้มเหลว เน้นเรื่องการปฏิรูปการศึกษา ปฏิรูปเรื่องการละเมิดสิทธิมนุษยธรรม การบังคับใช้กฎหมายที่เท่าเทียมเพื่อให้เกิดความยุติธรรม และความเสมอภาคทางสังคม

https://siamrath.co.th/n/192910",เรียกร้องให้พลเอกประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ลาออก และ จัดให้มีการเลือกตั้งภายใต้รัฐธรรมนูญที่เป็นประชาธิปไตยแบบสากล และ สว.ไม่มีควรมีสิทธิ์ลงคะแนนเลือกตั้งนายกรัฐมนตรี,"1,2,3",,
169,การชุมนุม #27ตุลา,15,1,2,27-10-2563,"หน้าสถานกงสุลไทยในนครลอสแองเจลิส
ประเทศสหรัฐอเมริกา  ","เพื่อประท้วงท่าทีในการรับมือกับการประท้วงรัฐบาล และสนับสนุนข้อเรียกร้องของกลุ่มผู้ชุมนุมในประเทศไทย 

https://prachatai.com/journal/2020/10/90187","เรียกร้องให้รัฐบาลปรับท่าทีสื่อสารกับผู้ชุมนุม ปล่อยตัวผู้ชุมนุมทันที 

รวมทั้งสนับสนุนข้อเสนอของผู้ชุมนุมทั้ง 3 ข้อ นั่นคือ ให้นายกรัฐมนตรีและองคาพยพลาออก ให้มีการพิจารณาการร่างรัฐธรรมนูญใหม่ตามการเข้าชื่อของประชาชน และให้มีการปฏิรูปสถาบันกษัตริย์ให้เป็นไปตามหลักการกษัตริย์ภายใต้รัฐธรรมนูญที่แท้จริง","1,2,3,4",,
170,ม็อบเสื้อเหลือง (สวนลุม),5,2,2,27-10-2563,"สวนลุมพินี
กรุงเทพมหานคร","https://www.posttoday.com/politic/news/636581#

แสดงความจงรักภักดี",,,,
171,ม็อบเสื้อเหลือง (สถานฑูตอเมริกา),5,2,2,27-10-2563,"หน้าสถานทูตสหรัฐอเมริกา
กรุงเทพมหานคร","https://hilight.kapook.com/view/207790

เรียกร้องให้สหรัฐฯ ""เคารพในกิจการภายในของประเทศไทย” เพราะเชื่อว่ามีต่างประเทศอยู่เบื้องหลังการโจมตีสถาบันพระมหากษัตริย์",,,,
172,ม็อบเสื้อเหลือง (จอมบึง),5,2,2,27-10-2563,"หน้าที่ว่าการอำเภอจอมบึง
จ.ราชบุรี","https://www.dailynews.co.th/politics/803437

แสดงความจงรักภักดี",,,,
173,#ม็อบ27ตุลา : มรภ.พระนคร,15,1,2,27-10-2563,"มหาวิทยาลัยราชภัฏพระนคร
กรุงเทพมหานคร","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล และให้ปล่อยแกนนำและผู้ชุมนุมที่ถูกคุมขังในขณะนี้ทั้งหมด",,"1,2,3",,
174,การชุมนุม #28ตุลา,15,1,2,28-10-2563,"ณ Lake Eola Park Area เมืองออร์แลนโด ประเทศสหรัฐอเมริกา (Central Bvld & Eola Drive) , รวมตัวกันข้าง Walt Disney Amphitheater (โดมเขียว)",,,,,
175,#ม็อบ29ตุลา : รัฐร้าวเราไม่ลืม โดยคณะจุฬาฯ,15,1,1,29-10-2563,"Sky Walk หน้า MBK Center
กรุงเทพมหานคร",เพื่อสะท้อนความรุนแรงของรัฐที่มีต่อประชาชนตั้งแต่อดีต ทั้งเหตุการณ์สลายการชุมนุมที่อำเภอตากใบ การสลายการชุมนุมคนเสื้อแดงช่วงเหตุการณ์พฤษภา 53  และการสลายการชุมนุมของกลุ่มราษฎรเมื่อ 16 ตุลาคม 2563 ที่สี่แยกปทุมวัน ,"จำเป็นจะต้องมีการแก้ไขรัฐธรรมนูญใหม่ด้วยความโปร่งใสและยึดโยงกับประชาชน เพื่อให้ให้รัฐธรรมนูญได้มีหน้าที่พิทักษ์รับใช้ประชาชน และระบอบประชาธิปไตยดังเดิม 

เรียกร้องให้เกิดการแก้ไขรัฐธรรมนูญ ตามความต้องการของประชาชน ที่ได้เข้าชื่อร่วมกันถึงกว่าหนึ่งแสนคนเพื่อแก้ไขรัฐธรรมนูญตามกระบวนการ","1,3",,
176,#ม็อบ29ตุลา : #ภาษีกู,15,1,2,29-10-2563,"สถานีรถไฟฟ้าศาลาแดง 
กรุงเทพมหานคร",เพื่อแสดงการตั้งคำถามถึงการใช้ภาษีที่เกี่ยวข้องกับสถาบันกษัตริย์,,,,
177,#ม็อบ29ตุลา : เนชั่นทีวี,15,1,2,29-10-2563,"เนชั่นทีวี 
กรุงเทพมหานคร",เพื่อเรียกร้องให้สมาคมนักข่าววิทยุและโทรทัศน์ตรวจสอบเนื้อหาข่าวของเนชั่น,,,,
178,"#ม็อบ29ตุลา : ราษฎรทั้งหลาย พึงรู้เถิดว่า โทรโข่งนี้เป็นของราษฎรทุกคน โดยกลุ่ม ""ขอนแก่นพอกันที""",15,1,2,29-10-2563,"อาคารคอมเพล็กซ์ มหาวิทยาลัยขอนแก่น
จ. ขอนแก่น",เชิญชวนนักศึกษาประชาชนทุกคนมาร่วมเป็นแกนนำ   ที่สามารถร่วมนำเสนอปัญหา ความอึดอัดและความไม่เป็นธรรมต่างๆที่เกิดขึ้นในสังคมไทย ,,,,
179,#ม็อบ30ตุลา,15,1,2,30-10-2563,"ฟิวเจอร์พาร์ค รังสิต
จ.ปทุมธานี","https://www.posttoday.com/politic/news/636851
",,,,
180,#ม็อบ30ตุลา,15,1,2,30-10-2563,"หน้าศูนย์การค้าเดอะมอลล์ บางกะปิ
กรุงเทพมหานคร","พูดถึงเรื่องภาษีประชาชน และความเหลื่อมล้ำทางสังคม และการเรียนอย่างเท่าเทียมกันของมนุษย์

https://www.amarintv.com/news/detail/52400",,,,
181,"#ม็อบ30ตุลา : ชุมนุมให้กำลังใจปนัสยา, พริษฐ์,ภาณุพงศ์และปฏิภาณ",12,2,2,30-10-2563,เรือนจำพิเศษกรุงเทพมหานคร จ.กรุงเทพมหานคร -> สน.ประชาชื่น จ.กรุงเทพมหานคร,"เพื่อให้กำลังใจปนัสยา สิทธิจิรวัฒนกุล (รุ้ง), พริษฐ์ ชิวารักษ์ (เพนกวิน), ภาณุพงศ์ จาดนอก (ไมค์) และปฏิภาณ ลือชา (หมอลำแบงค์)",,,,
182,#ม็อบ30ตุลา : ยกระดับการชุมนุมนนทบุรี (เครือข่ายคนรุ่นใหม่นนทบุรี),15,1,2,30-10-2563,"เซ็นทรัลเวสต์เกต 
จ.นนทบุรี","ข้อเรียกร้อง 3 ข้อ คือ นายกฯ ต้องลาออก, แก้ไขรัฐธรรมนูญ และหยุดคุกคามประชาชน",การที่เรียกร้องไปแล้วเขาให้คดีกับพวกเรากลับมา ดังนั้นต่อจากนี้ไป ข้อเรียกร้องจากเครือข่ายคนรุ่นใหม่นนทบุรี จาก 3 ข้อ จะเหลือข้อเดียว คือ นายกฯ ต้องลาออก,"1,2,3",,
183,#ม็อบ30ตุลา : ลอยกระทงส่งเผด็จการ อยุธยา โดยกลุ่มเพื่ออยุธยาเพื่อประชาธิปไตย,15,1,2,30-10-2563,"ป้อมเพชร 
จ.พระนครศรีอยุธยา","เรียกร้องให้ปล่อยตัวผู้ต้องหาทางการเมือง, เรียกร้องพรรคร่วมรัฐบาลถอนตัวออกจากรัฐบาลเพื่อกดดันพล.อ.ประยุทธ์ ให้ลาออก, เรียกร้องให้แก้รัฐธรรมนูญ โดย สสร. มาจากการเลือกตั้ง 100% และเปิดพื้นที่การพูดคุยเรื่องสถาบันพระมหากษัตริย์อย่างปลอดภัย",,,,
184,#ม็อบ30ตุลา : โคราษฎร์จะฟาดเผด็จการ โดยกลุ่มเยาวชนปลดแอกโคราชและ แกนนำกลุ่ม Korat Movement,15,1,2,30-10-2563,"ลานสเก็ตบอร์ด ข้างวัดพายัพ 
จ.นครราชสีมา",แสดงพลังขับไล่รัฐบาล พล.อ.ประยุทธ์ จันทร์โอชา และคณะ,"ข้อเรียกร้อง 3 ข้อ คือ 

1.พล.อ.ประยุทธ์ จันทร์โอชา และคณะต้องลาออกจากรัฐบาล

2.ร่างรัฐธรรมนูญใหม่ 

3.ปฏิรูปสถาบัน 

รวมถึงเรียกร้องให้ปล่อยแกนนำและผู้ชุมนุมที่ถูกควบคุมตัวไปด้วย","1,2,3,4",,
185,#ม็อบ30ตุลา : #ชมพูขาวไม่เอาเผด็จการ,15,1,2,30-10-2563,"โรงเรียนสตรีสิริเกศ
จ.ศรีสะเกษ",เพื่อประณามการกระทำความรุนแรงของรัฐต่อประชาชนและแสดงความเห็นด้วยต่อข้อเรียกร้องของคณะราษฎร,,,,
186,#ม็อบ30ตุลา : แฟลชม็อบต่อต้านเผด็จการ,15,1,2,30-10-2563,"โรงเรียนศรีสะเกษวิทยาลัย 
จ.ศรีสะเกษ","เพื่อแสดงจุดยืนขอนักเรียนในการสนับสนุนประชาธิปไตย, แสดงความต้องการความปลอดภัยในสถานศึกษา, ประณามการสลายการชุมนุมจับกุมแกนนำและเพื่อกล่าวถึงปัญหาในประเทศ","สามข้อเรียกร้อง

1. พลเอกประยุทธ์ จันทร์โอชาต้องลาออก

2. ร่างรัฐธรรมนูญใหม่

3. ปฏิรูปสถาบันกษัตริย์","1,2,3,4",,
187,#ม็อบ30ตุลา : ราษฎรชัยภูมิ,15,1,2,30-10-2563,"ศาลากลางจังหวัดชัยภูมิ 
จ.ชัยภูมิ","ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,เรียกร้องแก้ไขรัฐธรรมนูญ,ปฏิรูปสถาบันกษัตริย์",,,,
188,#ม็อบ30ตุลา,15,1,2,30-10-2563,"ศาลหลักเมืองอำเภอนาแก
จ.นครพนม ",,,,,
189,#ม็อบ30ตุลา,15,1,2,30-10-2563,"หน้าสถานีรถไฟบ้านโป่ง
จ.ราชบุรี ",,,,,
190,#ม็อบ30ตุลา,15,1,2,30-10-2563,"วงเวียนน้ำพุมหาชัย
จ.สมุทรสาคร ",,,,,
191,"#ม็อบ30ตุลา 

การชุมนุมของกลุ่มเสรีไทยในสวีเดน (Free Thai Movement in Sweden)",15,1,2,30-10-2563,"หน้าสถานเอกอัครราชทูตไทย ณ สตอกโฮล์ม
ประเทศสวีเดน ","แสดงจุดยืนสนับสนุนการชุมนุมของคณะราษฎร 2563 เข้าพบ นางกาญจนา ภัทรโชค เอกอัครราชทูตไทย เพื่อแลกเปลี่ยนความเห็นต่อสถานการณ์การเมืองไทย และยื่นจดหมายถึง พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี

https://www.bbc.com/thai/international-55087014?fbclid=IwAR2IGEycQSUomeA5xzxv96AsyNkv9ZicHRn1pD0wGZiEL7QD5AFyeDwPaBA","เรียกร้องให้ปล่อยตัวแกนนำและผู้ชุมนุมที่ถูกจับกุม รวมทั้งทำตาม 3 ข้อเรียกร้องของ ""คณะราษฎร 2563"" ได้แก่ 

1. ให้พล.อ.ประยุทธ์ และองคาพยพ ลาออก 

2. รัฐสภาต้องเปิดประชุมวิสามัญทันทีเพื่อรับร่างแก้ไขรัฐธรรมนูญฉบับประชาชน 

3. ปฏิรูปสถาบันกษัตริย์ให้อยู่ภายใต้รัฐธรรมนูญตามระบอบประชาธิปไตย","1,2,3,4",,
192,#ม็อบ31ตุลา (โดยกลุ่ม 24 มิถุนา/WeVolunteer),15,1,2,31-10-2563,"สะพานลอยหน้าสำนักพิมพ์ไทยรัฐ
กรุงเทพมหานคร",,,1,,
193,#ม็อบ31ตุลา : บัณฑิตธรรมศาสตร์ของราษฎร,15,1,2,31-10-2563,"มหาวิทยาลัยธรรมศาสตร์ ท่าพระจันทร์
กรุงเทพมหานคร",,,,,
194,#ม็อบ31ตุลา : ลอยอังคารเผด็จการไทย นครปฐม,15,1,2,31-10-2563,"ถนนคนเดิน หน้าวัดพระงาม 
จ.นครปฐม","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์,เรียกร้องนโยบายเพื่อเกษตรกร,เรียกร้องความยุติธรรมในระบบศาล",,"1,2,3,4",,
195,"#ม็อบ31ตุลา : เรียกร้องให้ปล่อยตัวปนัสยา, พริษฐ์และภาณุพงศ์",181,1,2,31-10-2563,"สถานีตำรวจภูธรพระนครศรีอยุธยา 
จ.พระนครศรีอยุธยา",เพื่อเรียกร้องให้ปล่อยตัวผู้ถูกจับกุมจากการชุมนุม,“ปล่อยเพื่อนเรา”,1,,
196,#ม็อบ31ตุลา : #ลอยอังคารไล่เผด็จการ,15,1,2,31-10-2563,"ศาลหลักเมือง จังหวัดอุบลราชธานี 
จ.อุบลราชธานี",เรียกร้องให้ปล่อยแกนนำ และรำลึกลุงนวมทอง ไพรวัลย์ นักต่อสู้เพื่อประชาธิปไตย ผู้ต่อต้านเผด็จการด้วยชีวิต ,,1,,
197,#ม็อบ31ตุลา,15,1,2,31-10-2563,"สี่แยกเอเชีย 
จ.พัทลุง",,,,,
198,#ม็อบ31ตุลา,15,1,2,31-10-2563,"สวนเพชบุระ 
จ.เพชรบูรณ์",,,,,
199,#ม็อบ31ตุลา,15,1,2,31-10-2563,"หน้าไร่ฟอร์ด 
จ.เชียงใหม่",,,,,
200,#ม็อบ31ตุลา,15,1,2,31-10-2563,"WASHINGTON SQUARE, 
USA",,,,,
201,#ม็อบ31ตุลา,15,1,2,31-10-2563,"INSBRUCK, 
AUSTRIA",,,,,
202,#ม็อบ31ตุลา,15,1,2,31-10-2563,"TOWNHALL SYDNEY, 
AUSTRALIA",,,,,
203,#ม็อบ 1 พฤศจิกา,15,1,2,01-11-2563,"แยกอุดมสุข
กรุงเทพมหานคร",https://www.thairath.co.th/news/politic/1966736,,,,
204,#ม็อบ1พฤศจิกา : เผด็จการเป็นเหตุศรีสะเกษจะไม่ทน,15,1,2,01-11-2563,"ศาลหลักเมือง 
จ.ศรีสะเกษ","ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,เรียกร้องแก้ไขรัฐธรรมนูญ",,"1,2,3",,
205,#ม็อบ1พฤศจิกา : Pattaya ได้เวลาประชาชน,15,1,2,01-11-2563,"หน้าห้างเซ็นทรัลพัทยาบีช 
จ.ชลบุรี",เพื่อเรียกร้องต่อภาครัฐให้ปล่อยตัวแกนนำนักต่อสู้เพื่อประชาธิปไตยและผู้ที่ถูกจับกุมทุกคน,,1,,
206,#ม็อบ 1 พฤศจิกา,15,1,2,01-11-2563,"สวนสาธารณะ จุดพักรถบายพาส 
จ.สระบุรี",,,,,
207,#ม็อบ 1 พฤศจิกา,15,1,2,01-11-2563,"หน้าที่ว่าการอำเภอเลิงนกทา 
จ.ยโสธร",,,,,
208,#ม็อบ 1 พฤศจิกา,15,1,2,01-11-2563,"สะพานนริศ 
จ.สุราษฎร์ธานี",,,,,
209,#ม็อบ 1 พฤศจิกา,15,1,2,01-11-2563,"Bhumibol Square Boston
ประเทศสหรัฐอเมริกา",,,,,
210,#ม็อบ1พฤศจิกา : บิณฑ์ บรรลือฤทธิ์และเครือข่าย,5,1,2,01-11-2563,"สนามหลวง (หน้าวัดพระแก้ว)
กรุงเทพมหานคร",ปกป้องสถาบันพระมหากษัตริย์,,,,
211,#ม็อบ2พฤศจิกา : MRT ท่าพระ,15,1,2,02-11-2563,"MRTท่าพระ 
กรุงเทพมหานคร","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,"1,2,3,4",,
212,#ม็อบ2พฤศจิกา : #เวียงป่าเป้าบ่เอาเผด็จการ,15,1,2,02-11-2563,"ป่าช้าชุมชนเวียงป่าเป้า 
จ.เชียงราย",เรียกร้องแก้ไขรัฐธรรมนูญและยุบสภา,"ข้อเรียกร้องสองข้อใหญ่ ได้แก่ 

หนึ่ง เรียกร้องให้ร่างรัฐธรรมนูญใหม่ทั้งฉบับ เนื่องจากเห็นว่าเป็นรัฐธรรมนูญที่เป็นเครื่องมือสืบทอดอำนาจของรัฐบาลเผด็จการ 

สอง เรียกร้องให้มีการยุบสภา เนื่องจากความล้มเหลวในการบริหารประเทศของรัฐบาล","1,2,3",,
213,คชโยธี เฉียบแหลม แกนนำกลุ่มเยาวชนช่วยชาติปกป้องสถาบัน อ่านแถลงการณ์และประกาศจุดยืน,5,1,2,02-11-2563,"อนุสาวรีย์ประชาธิปไตย
กรุงเทพมหานคร","เพื่อแสดงจุดยืนปกป้องคนดี ปกป้องบ้านเมือง ปกป้องชาติศาสนาพระมหากษัตริย์, ไม่ยุบสภา เพราะรัฐบาลชุดนี้ดีและปกป้องสถาบัน ไม่เคยทำผิดและไม่เคยโกงใครและทางกลุ่มจะไม่เข้าข้างคนชั่ว ที่คิดล้มสถาบันและที่คิดก่อสงครามกลางเมือง","อุดมการณ์กลุ่ม 5 ข้อ

1.ให้ความรู้ตามสถานศึกษา อธิบายความจริงและข้อเท็จจริงโดยให้เด็กมีอิสระมากที่สุด ซึ่งจะใช้การถามตอบและใช้เหตุผล 

2.ดำเนินคดีผู้หมิ่นสถาบัน ตามรัฐธรรมนูญและกฎหมายอาญามาตรา 112 

3.ม็อบไม่ต้องการแก้ไขรัฐธรรมนูญปี 2560 เพราะผู้ต้องการแก้ไขไม่หวังดี ต้องการให้พระมหากษัตริย์เทียบคู่ประชาชน และหากแก้ไขจะทำให้นักการเมืองได้ประโยชน์ ดังนั้น รัฐธรรมนูญฉบับนี้ต้องอยู่ต่อไป 

4.เยาวชนช่วยชาติจะขอปกป้องสถาบันชาติ ศาสนา พระมหากษัตริย์จนชีวิตจะหาไม่และไม่ให้ใครมาทำลายสถาบัน

5.จะไม่มีใครเปลี่ยนแปลงวัฒนธรรมได้ เพราะทางกลุ่มจะรักษาให้นานเท่านาน เพราะคนต่างชาติมองวัฒนธรรมไทยเป็นสิ่งที่ดี มีคนมาเที่ยวมากมาย

จุดหมายอีก 3 ข้อ

 1.ปกป้องคนดี ปกป้องบ้านเมือง ปกป้องชาติศาสนาพระมหากษัตริย์

2.ไม่ยุบสภา เพราะรัฐบาลชุดนี้ดีและปกป้องสถาบัน ไม่เคยทำผิดและไม่เคยโกงใคร

3.ทางกลุ่มจะไม่เข้าข้างคนชั่ว ที่คิดล้มสถาบันและที่คิดก่อสงครามกลางเมือง
",,,
214,#ม็อบ3พฤศจิกา:SavePornhub,15,1,2,03-11-2563,"ศูนย์ราชการเฉลิมพระเกียรติ (อาคาร B) 
กรุงเทพมหานคร","แสดงออกถึงการคัดค้านการบล็อค ""PORNHUB""",,,,
215,#ม็อบ3พฤศจิกา : ทวงคืน Pornhub,15,1,2,03-11-2563,"มหาวิทยาลัยขอนแก่น 
จ.ขอนแก่น","- คัดค้านการบล็อคเว็บไซต์ PORNHUB 

- ยืนยันในข้อเสนอ 3 ข้อเหมือนเดิม ได้แก่ 1.ประยุทธ์ต้องลาออก 2.ต้องมีการร่างรัฐธรรมนูญใหม่ และ 3.ปฎิรูปสถาบันกษัตริย์ให้มาอยู่ภายใต้รัฐธรรมนูญ",,"1,2,3,4",,
216,"""คณะราษฎร"" ตั้งโต๊ะแถลงการณ์",15,1,2,04-11-2563,"สนามหลวง
กรุงเทพมหานคร","แสดงจุดยืนไม่ร่วมสังฆกรรมกับคณะกรรมการปรองดองสมานฉันท์ ที่รัฐบาลกำลังจัดตั้ง และย้ำจุดยืนข้อเรียกร้อง 3 ข้อ

https://www.bbc.com/thai/thailand-54820795","ข้อเรียกร้อง 3 ข้อ ได้แก่ 

1. พล.อ.ประยุทธ์ จันทร์โอชา นายกฯ และองคาพยพ ลาออก 

2. ร่างรัฐธรรมนูญใหม่จากประชาชน

3. ปฏิรูปสถาบันกษัตริย์ให้กลับมาอยู่ใต้รัฐธรรมนูญเพื่อให้สามารถดำรงอยู่ในประเทศไทยได้อย่างสง่างาม","1,2,3,4",,
217,#ม็อบ4พฤศจิกา : เผาพริกเผาเกลือสาปแช่งศักดินา,15,1,1,04-11-2563,"มหาวิทยาลัยวลัยลักษณ์ 
จ.นครศรีธรรมราช",เพื่อร่วมทำพิธีสาปแช่งศักดินา,,,,
218,#ม็อบ5พฤศจิกา: เราคือราษฎร,15,1,2,05-11-2563,"หอนาฬิกา มหิดล ศาลายา 
จ.นครปฐม","https://www.dailynews.co.th/politics/805280

เพื่อยืนยันข้อเรียกร้องของกลุ่มคณะราษฎร 3 ข้อ คือ นายกลาออก แก้ไขรัฐธรรมนูญและปฏิรูปสถาบันกษัตริย์ โดยยืนยันไม่ลดเพดานข้อเรียกร้อง",,"1,2,3,4",,
219,#ม็อบ6พฤศจิกา,15,1,2,06-11-2563,"เขื่อนเรียงหินศาลากลาง 
จ.ชัยนาท",https://www.thairath.co.th/news/politic/1971025,,,,
220,#ม็อบ6พฤศจิกา : ฌาปนกิจประยุทธ์ จันทร์โอชา,15,1,2,06-11-2563,"เมเจอร์ ปากเกร็ด 
จ.นนทบุรี","https://www.thairath.co.th/news/politic/19710255

เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์",,,,
221,#ม็อบ6พฤศจิกา : คณะราษฎรชัยนาท,15,1,2,06-11-2563,"เขื่อนเรียงหิน 
จ.ชัยนาท","https://www.thairath.co.th/news/politic/1971025

เพื่อแสดงจุดยืนว่า ต้องการเรียกร้อง 3 ข้อเหมือนคณะราษฎรที่กรุงเทพฯ","ให้นายกรัฐมนตรีลาออก แก้ไขรัฐธรรมนูญ และให้รัฐบาลหยุดคุกคามประชาชน
","1,2,3",,
222,#ม็อบ6พฤศจิกา : ถ้าคิดว่ามันแย่ก็แค่ออกมาแสดงจุดยืน #เจตจำนงเสรีที่นี่โคราช,15,1,2,06-11-2563,"อนุสาวรีย์ท้าวสุรนารี 
จ.นครราชสีมา","เรียกร้องแก้ไขรัฐธรรมนูญ,ขับไล่รัฐบาล หรือบุคคลในรัฐบาล,ปฏิรูปสถาบันกษัตริย์","เจตจำนง 3 ข้อ คือ 

1. พล.อ.ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีต้องลาออก
 
2. ร่างรัฐธรรมนูญใหม่

3. ปฏิรูปสถาบัน  

รวมถึงเรียกร้องให้ปล่อยแกนนำและผู้ชุมนุมที่ถูกควบคุมตัวโดยไม่มีเงื่อนไข","1,2,3,4",,
223,"#ม็อบ 8 พฤศจิกา (มีการฉีดน้ำใส่ผู้ชุมนุม)
(#ม็อบ8พฤศจิกา : ราษฎรสาส์น)",15,1,2,08-11-2563,"อนุสาวรีย์ประชาธิปไตย -> พระบรมมหาราชวัง
กรุงเทพมหานคร","- เพื่อสื่อสารข้อเรียกร้องโดยตรงไปยังกษัตริย์ เพื่อให้สถาบันกษัตริย์กลับมาอยู่ภายใต้รัฐธรรมนูญ

- เดินขบวนไปยื่นหนังสือถึงพระมหากษัตริย์ เรียกร้องให้ปฏิรูปสถาบันฯให้อยู่ใต้รัฐธรรมนูญอย่างแท้จริงและสอดคล้องกับระบอบประชาธิปไตย",,4,,
224,#ม็อบ8พฤศจิกา : บ่อวินรวมพลไม่ทนเผด็จการ โดยกลุ่มพัฒนาแรงงานสัมพันธ์ตะวันออก ร่วมกับกลุ่มโกงกาง จากมหาวิทยาลัยบูรพา กลุ่มคนรุ่นใหม่บ่อวิน กลุ่มคนรักประชาธิปไตยบ่อวิน สหภาพแรงงานต่างๆ ในพื้นที่ จ.ชลบุรี และ จ.ระยอง,15,1,2,08-11-2563,"ธนาคารกรุงเทพ สาขาสี่แยกปากร่วม 
จ.ชลบุรี",เพื่อเรียกร้องประชาธิปไตย ขับไล่นายกรัฐมนตรี และออกแถลงการณ์,"มีข้อเรียกร้องดังนี้ 
1. ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและพรรคพวกต้องลาออกทันที พร้อมกับถูกดำเนินตดีตามกฎหมายอย่างถึงที่สุด

2. ร่างรัฐธรรมนูญฉบับประชาชนและต้องรับรองสิทธิแรงงาน

3. ปฏิรูปสถาบันกษัตริย์ให้อยู่ภายใต้รัฐธรรมนูญ

4. หยุดคุกคามประชาชนและยุติการดำเนินคดีกับผู้ชุมนุมทางการเมืองทุกคน

5. ยกเลิกกฎหมายการจ้างงานแบบเหมาค่าแรง (sub-contract)","1,2,3,4",,
