event_no,event_name,pre_event,reaction_type,player,date,location,cause,proposal,key_topic,hashtag,tag
125,"กลุ่ม ""นักเรียนเลว""ปราศรัยเวทีสนามหลวง (ชุมนุม ""19 กันยา ทวงอำนาจคืนราษฎร"" ของกลุ่มแนวร่วม ""ธรรมศาสตร์และการชุมนุม"" )",119,1,1,19-09-2563,"สนามหลวง
กรุงเทพมหานคร",https://www.posttoday.com/politic/news/633417,"ย้ำ 3 ข้อเรียกร้อง คือ 
1.หยุดคุกคามนักเรียน 
2. ยกเลิกกฎระเบียบที่ล้าหลัง 
3.ปฏิรูปการศึกษาทั้งระบบ 
และ 1 เงื่อนไข คือหาก รมว.ศึกษาธิการทำไม่ได้ก็ต้องลาออกไป","1,2,3",,
126,กิจกรรม #นํ้าเงินชมพูปลดแอก โดยกลุ่ม  Udonpit Movement ,97,1,1,21-09-2563,"โรงเรียนอุดรพิทยานุกูล 
จ.อุดรธานี","เพื่อการสร้างความตระหนักรู้ในเรื่องประชาธิปไตยและเรื่องสิทธิเสรีภาพ, ผลักดันข้อเรียกร้องของคณะประชาชนปลดแอก, ผลักดันการแสดงจุดยืนทางการเมืองของนักเรียนและบุคคลากรในโรงเรียน และกล่าวถึงปัญหาในสังคมไทยเพื่อผลักดันในทุกคนร่วมกันแก้ไข",,"1,2,3",,
127,"กิจกรรม ""จับ ส.ว.ลงหม้อ"" ของ  ""คณะประชาชนปลดแอก"" ",97,1,2,23-09-2563,"Route : กองทัพบก, กระทรวงกลาโหม, กองทัพเรือ, กองทัพอากาศ, กองบัญชาการกองทัพไทย, สำนักงานตำรวจแห่งชาติ

กรุงเทพมหานคร","เดินทางด้วยรถติดเครื่องขยายเสียง และมีแกนนำหลายคนสลับกันปราศรัยไปตลอดทาง เริ่มตั้งแต่เวลา 11.00 น. 

เมื่อไปถึงแต่ละจุดจะมีการทำพิธี เพื่อเป็นการแสดงออกไม่เห็นด้วยกับการที่ผู้นำเหล่าทัพและผู้นำตำรวจดำรงตำแหน่ง ส.ว.

(https://www.thairath.co.th/news/politic/1935777)",แสดงจุดยืนไม่เห็นด้วยกับการที่ผบ. เหล่าทัพทั้ง 5 คนและ ผบ ตร. ดำรงตำแหน่ง ส.ว.,"1,3",,
128,"การจัดชุมนุม ""ไปสภาไล่ขี้ข้าศักดินา"" ของ ""คณะประชาชนปลดแอก"" ",127,1,2,24-09-2563,"หน้ารัฐสภา
กรุงเทพมหานคร","- เรียกร้องให้ สมาชิกวุฒิสภา (ส.ว.) ลงมติเห็นด้วยกับการแก้ไขรัฐธรรมนูญ มาตรา 272 เพื่อยกเลิกอำนาจของ ส.ว. ในการเลือกนายกรัฐมนตรี ซึ่งเป็น 1 ใน 6 ญัตติร่างแก้ไขรัฐธรรมนูญ ที่อยู่ระหว่างพิจารณาของรัฐสภา

(https://www.prachachat.net/politics/news-526787)

- สสร. ที่มาจากการมีส่วนร่วมของประชาชน

- ปฏิรูปสถาบันกษัตริย์","สิรภพ อัตโตหิ หนึ่งในแกนนำจากคณะประชาชนปลดแอก อ่านแถลงการณ์ ดังนี้

1. ส.ว.ต้องให้ความร่วมมือกับส.ส.ใช้กระบวนการรัฐสภายกมือสนับสนุนแก้ไขมาตรา 256 เปิดทางให้แก้ไขรัฐธรรมนูญ และมาตรา 269-272 แก้ไขที่มาและปรับลดอำนาจต่างๆของส.ว.เสียเพราะมาตราเหล่านี้เป็นที่มาของความอัปยศของประชาธิปไตยไทยอย่างที่ไม่เคยเป็นมาในประวัติศาสตร์

2. แก้ไขรัฐธรรมนูญเพื่อเลือกตั้งส.ส.ร. ปราศจากการแต่งตั้ง ต้องไม่มีการสอดไส้เพื่อรักษาอำนาจเผด็จการทรราชย์ และผู้สนับสนุนการรัฐประหารและการสืบทอดอำนาจ เพื่อให้กระบวนการร่างรัฐธรรมนูญใหม่นั้นเป็นของประชาชนอย่างแท้จริง

3. เพื่อให้ประเทศไทยกลับเข้าสู่ครรลองประชาธิปไตย เราจำเป็นจะต้อง #ปฏิรูปสถาบันกษัตริย์  จำกัดอำนาจสถาบันกษัตริย์ไม่ให้ล้นเกินระบอบประชาธิปไตย เปิดโอกาสให้แก้ไขรัฐธรรมนูญทุกหมวด ทุกมาตรา ไม่เว้นแม้แต่มาตราที่เกี่ยวข้องกับสถาบันกษัตริย์ เพื่อให้กษัตริย์อยู่ภายใต้รัฐธรรมนูญ ทั้งนี้เพื่อให้สถาบันกษัตริย์อยู่อย่างมั่นคงและงดงาม

(https://www.mobdatathailand.org/case-file/1602139302764/)","1,2,3,4",,
129,#ม็อบ1ตุลา :#ชมพูพันธ์ุทิพย์แตกกิ่งใบ,119,1,1,01-10-2563,"โรงเรียนเตรียมอุดมศึกษาพัฒนาการ
กรุงเทพมหานคร",เรียกร้องให้มีการแก้ไขปัญหาอำนาจนิยมในโรงเรียน การคุกคาม ล่วงละเมิดในโรงเรียน และปฏิรูปการศึกษา,,,,
130,"กิจกรรม ""เส้นทางแห่งความเจ็บปวด"" ของกลุ่ม ""นักเรียนเลว""",125,1,1,02-10-2563,"โรงเรียนสามเสนวิทยาลัย, เตรียมอุดมศึกษา, เซนต์โยเซฟคอนแวนต์, เทพศิรินทร์ และวัดราชบพิธ และไปยังกระทรวงศึกษาธิการ","https://www.bbc.com/thai/thailand-54386431

นั่งรถแห่ไปยังโรงเรียนในกรุงเทพมหานคร พร้อมนำจดหมายลาออกให้รัฐมนตรีว่าการกระทรวงศึกษาธิการลงนาม"," 3 ข้อเรียกร้อง คือ 
1.หยุดคุกคามนักเรียน 
2. ยกเลิกกฎระเบียบที่ล้าหลัง 
3.ปฏิรูปการศึกษาทั้งระบบ 
และ 1 เงื่อนไข คือหาก รมว.ศึกษาธิการทำไม่ได้ก็ต้องลาออกไป","1,2,3",,
131,"กิจกรรม ""ครูลุยกระทรวงทวงพื้นที่ปลอดภัยในโรงเรียน"" โดยกลุ่มครูขอสอน",130,1,2,04-10-2563,"กระทรวงศึกษาธิการ 
กรุงเทพมหานคร","- แสดงจุดยืนเชิงสัญลักษณ์โรงเรียนต้องเป็นพื้นที่ปลอดภัยเพื่อส่งเสียงถึงผู้ที่เกี่ยวข้องในทุกระดับให้ดำเนินการแก้ไขปัญหาความรุนแรงในโรงเรียนและอื่น ๆ อย่างจริงจัง

- เพื่อแสดงจุดยืนให้สถานศึกษาปฏิบัติตามหลักการของสิทธิมนุษยชน เพื่อให้สถานศึกษาเป็นพื้นที่ปลอดภัย เป็นพื้นที่สำหรับการพัฒนาผู้เรียนทั้งด้านร่างกาย อารมณ์ สังคม และสติปัญญา โดยใช้วิธีการที่ธำรงไว้ซึ่งศักดิ์ศรีความเป็นมนุษย์และเรียกร้องต่อกรณีการละเมิดสิทธิมนุษยชนในสถานศึกษาและการสร้างโรงเรียนเป็นพื้นที่ปลอดภัย",,1,,
132,กิจกรรม #อีสานลั่นกลองรบ โดยแนวร่วมนิสิตมมส.,97,1,1,04-10-2563,"มหาวิทยาลัยมหาสารคาม 
จ.มหาสารคาม","เพื่อเรียกร้องให้คณะรัฐมนตรีและส.ว.ลาออกจากตำแหน่ง, ร่างรัฐธรรมนูญฉบับประชาชน โดยมีประชาชนเป็นผู้ร่างและปฎิรูปสถาบันกษัตริย์ ให้อยู่ภายใต้รัฐธรรมนูญทั้งทางนิตินัยและพฤตินัย",,"1,2,3,4",,
133,กิจกรรม #รำลึก44ปี 6 ตุลาลืมไม่ได้จำไม่ลง,97,1,2,06-10-2563,"ศาลหลักเมือง จังหวัดอุบลราชธานี 
จ.อุบลราชธานี",รำลึกเหตุการณ์ 6ตุลา นำเสนอข้อเรียกร้องของ คณะประชาชนปลดแอก,,"1,2,3,4",,
134,กิจกรรม #ดอกสาระจะปะทะเผด็จการ โดยกลุ่มแซร่าวิดยาไม่เอาเผด็จการ,130,1,1,08-10-2563,"โรงเรียนสารวิทยา 
กรุงเทพมหานคร",แสดงออกเรื่องปัญหาการศึกษา,https://www.mobdatathailand.org/case-file/1602164167950/,1,,
135,"กิจกรรม ""รัฐธรรมนูญต้องมาจากประชาชน"" โดยเครือข่ายรามคำแหงเพื่อประชาธิปไตย",97,1,2,08-10-2563,"มหาวิทยาลัยรามคำแหง 
กรุงเทพมหานคร",เรียกร้องให้ร่างรัฐธรรมนูญใหม่ที่มาจากประชาชนอย่างแท้จริง,"ตัวแทนเครือข่ายรามคำแหงเพื่อประชาธิปไตยอ่านแถลงการณ์เรียกร้อง 8 ข้อ เรียกร้องไปถึงสมาชิกรัฐสภา ดังนี้


1.ให้เข้าชื่อเสนอให้เปิดประชุมวิสามัญรัฐสภาเพื่อลงมติให้มีการแก้ไขรัฐธรรมนูญอย่างเร่งด่วน

2.รัฐธรรมนูญต้องแก้ไขได้ทุกหมวด

3.การแก้ไขรัฐธรรมนูญต้องตั้งส.ส.ร.มาร่างรัฐธรรมนูญและสมาชิกส.ส.ร.ต้องมาจากการเลือกตั้งของประชาชนทั้งหมด

4.ต้องมีตัวแทนนักเรียน นิสิต นักศึกษา เป็นสมาชิก ส.ส.ร.

5.ต้องมีตัวแทนนักเรียน นิสิต นักศึกษา เป็นกรรมาธิการยกร่างรัฐธรรมนูญเพื่อเปิดโอกาสให้เยาวชนคนหนุ่มสาวได้เขียนอนาคตประเทศด้วยมือของเขาเอง

6.มีการรับฟังความคิดเห็นประชาชนอย่างอิสระและมีการทำประชามติรัฐธรรมนูญที่ร่างขึ้นมาใหม่

7.รัฐธรรมนูญที่ร่างขึ้นมาใหม่ต้องมีเนื้อหาเป็นประชาธิปไตย

8.เมื่อมีการประกาศใช้รัฐธรรมนูญแล้ว นายกรัฐมนตรีต้องประกาศยุบสภาเพื่อให้มีการเลือกตั้งตามรัฐธรรมนูญใหม่ทันที","1,2,3,4",,
136,#โคราชจะไม่ทนep3 #โคราชนัดปักหมุด ,97,1,2,09-10-2563,"อนุสาวรีย์ท้าวสุรนารี 
จ.นครราชสีมา",เพื่อเป็นการประกาศว่า มวลชนนครราชสีมาจะสานเจตนารมณ์คณะราษฎร 2475 และเพื่อเป็นการย้ำจุดยืนและเจตจำนงในการต่อสู้เรียกร้องประชาธิปไตยโดยมีกษัตริย์อยู่ใต้รัฐธรรมนูญอย่างแท้จริง,,4,,
137,กิจกรรม “หมายที่ไหน ม็อบที่นั่น” โดยกลุ่มขอนแก่นพอกันที,14,1,2,09-10-2563,อนุสาวรีย์ประชาธิปไตยขอนแก่น จ.ขอนแก่น -> ศาลแขวงขอนแก่น จ.ขอนแก่น,แสดงออกเพื่อคัดค้านเเละต่อสู้กับความอยุติธรรม โดยเดินขบวนฟังคำสั่งฟ้องคดีอีสานบ่ย่านเด้อ จากการชุมนุมเมื่อ 23 ก.ค. 2563 ฐานฝ่าฝืน พ.ร.ก.ฉุกเฉินฯ,,1,,
138,#ม็อบ9ตุลา : เชียงใหม่จะไม่ทน ครั้งที่ 3,97,1,1,09-10-2563,"ประตูท่าแพ 
จ.เชียงใหม่","- เน้นย้ำ 3 ข้อเรียกร้องของประชาชนปลดแอก

- เชิญชวนให้ประชาชนไปร่วมการชุมนุมใหญ่ที่ถนนราชดำเนิน วันที่ 16 ส.ค.2563 

- แจกหนังสือ ""สถาบันพระมหากษัตริย์กับสังคมไทย"" ฟรีจำนวน 100 เล่ม","เน้นย้ำ ""ข้อเรียกร้อง 3 ข้อ

1. ""หยุดคุกคามประชาชน""

2. ""ร่างรัฐธรรมนูญใหม่""

3. ""ยุบสภา""""","1,2,3,4",,
139,#เยาวชนพัทยาลั่นกลองไล่เผด็จการ,97,1,1,10-10-2563,"ชายหาดพัทยา 
จ.ชลบุรี",เพื่อแสดงจุดยืนเรียกร้องให้ประเทศไทยมีระบอบการปกครองที่เป็นประชาธิปไตยที่สมบูรณ์,,"1,2,3",,
140,กิจกรรม #จั๊กอ่ายเหว่ยเฮยนู่ละงึด โดยเยาวชนโคราชเพื่อประชาธิปไตย,97,1,1,10-10-2563,"อนุสาวรีย์ท้าวสุรนารี 
จ.นครราชสีมา","เพื่อเรียกร้องให้หยุดคุกคามและดำเนินคดีกับประชาชนโดยทันที, สมาชิกวุฒิสภาซึ่งได้รับการแต่งตั้งโดยคณะเผด็จการจะต้องลาออกหรือสิ้นอำนาจไป, ตั้งสภาร่างรัฐธรรมนูญเพื่อร่างรัฐธรรมนูญฉบับใหม่มาใช้แทนรัฐธรรมนูญของคณะเผด็จการ โดยสมาชิกสภานั้นจะต้องมาจากการเลือกตั้งทั้งหมด, ยุบสภาเพื่อคืนอำนาจให้ประชาชนและมีสถาบันกษัตริย์ที่อยู่ภายใต้รัฐธรรมนูญแท้จริง",,"1,2,3,4",,
141,"กิจกรรม ภูเก็ตจะไม่ทน โดยกลุ่มเครือข่าย ""ภูเก็ตไม่ทน""",97,1,2,10-10-2563,"บริเวณวงเวียนกะเฌอขุดแร่ ซอยสะพานหิน 
จ.ภูเก็ต","เพื่อรวมตัวกันของคนภูเก็ตที่ได้รับความเดือดร้อนและได้รับผลกระทบจากการบริหารประเทศที่ล้มเหลวของรัฐบาลพลเอกประยุทธ์ จันทร์โอชา, ผลักดันรณรงค์ให้มีการแก้ปัญหาความเดือดร้อนของคนภูเก็ต, สนับสนุนหลักการปกครองตามระบอบประชาธิปไตย","ข้อเรียกร้อง 3 ข้อ 

1. เร่งให้มีการแก้ไขปัญหาความเดือดร้อนของคนภูเก็ต ทั้งในระยะสั้นและระยะยาว โดยเฉพาะในช่วงวิกฤตที่เกิดจากการแพร่ระบาดของเชื้อโรคไวรัสโคโรน่า 2019(โควิด-19 )

2. จัดให้ภูเก็ตเป็นจังหวัด จัดการตนเอง โดยผู้ว่าภูเก็ต ต้องมาจากการเลือกตั้ง

3. สนับสนุนข้อเรียกร้องของกลุ่มเยาวชนปลดแอก และกลุ่มประชาชนปลดแอก กล่าวคือ 
3.1 หยุดคุกคามสิทธิเสรีภาพ ของนักศึกษา และประชาชน 
3.2 จัดให้มีการแก้ไขรัฐธรรมนูญ ฉบับปี 2560 อย่างเร่งด่วน 
3.3 พลเอกประยุทธ์ จันทร์โอชา และ สว. 250 คน ต้องลาออกไป","1,2,3,4",,
142,ว่าที่ร้อยตรี ฉัตรชัย แก้วคำปอด แกนนำกลุ่มคณะอุบลปลดแอก ถูกเจ้าหน้าที่นอกเครื่องแบบควบคุมตัว เนื่องจากกรณีการจัดชุมนุมที่จังหวัดอุบลราชธานี เมื่อวันที่ 22 สิงหาคม 2563 ,107,2,4,17-10-2563,บริเวณวงเวียนใหญ่ กทม. และนำตัวมาที่ สภ.อุบลราชธานี ,,,,,
143,#ม็อบ18ตุลา: ปล่อยเพื่อนเรา,142,2,2,18-10-2563,,เรียกร้องให้ปล่อยตัวทนายแชมป์ ว่าที่ ร.ต.ฉัตรชัย แก้วคำปอด,,1,,
144,#ม็อบ19ตุลา : เด็กเปรต,130,1,1,19-10-2563,"ลานจตุรัสนครหาดใหญ่ (หอนาฬิกา) 
จ.สงขลา",เรียกร้องให้มีการปฏิรูปการศึกษา ,"ข้อเรียกร้องของกลุ่มเด็กเปรต 3 ข้อ คือ 

(1) ให้นักเรียนทุกคนมีสิทธิเสรีภาพในการแสดงออกหรือเรียกร้องใดๆ ภายในโรงเรียนโดยเสรี (

2) ให้บุคลากรภายในโรงเรียนปกป้องและหยุดคุกคามนักเรียน 

(3) ให้โรงเรียนเป็นพื้นที่ปลอดภัยสำหรับนักเรียนทุกคน

และจะไม่หยุดการเคลื่อนไหวจนกว่าระบอบการศึกษาไทยและระบอบประชาธิปไตยจะมั่นคง",1,,
145,กลุ่มนักเรียนเลว (นรล.) พร้อมแนวร่วมร่วมกันอ่านแถลงการณ์นักเรียนเลวและแนวร่วมองค์กรนักเรียน ,130,1,1,06-11-2563,"อนุสาวรีย์ประชาธิปไตย
กรุงเทพมหานคร",https://www.thairath.co.th/news/politic/1971161,,"1,2,3",,
146,"กิจกรรม ""ม็อบตุ้งติ้ง2"" ในธีม ""ไพร่พาเหรด"" โดยกลุ่ม ""เสรีเทยพลัส""
(#ม็อบ7พฤศจิกา : ไพร่พาเหรด) ",32,1,1,07-11-2563,สามย่านมิตรทาวน์ Samyan MitrTown กรุงเทพมหานคร -> ซอย สีลม 2 กรุงเทพมหานคร,"- เรียกร้องความเท่าเทียมทางเพศ

- ยอมรับความหลากหลายทางเพศ

- ทำลายปิตาธิปไตย

https://thematter.co/brief/128110/128110",,"1,2,3",,
147,#ม็อบ14พฤศจิกา : เสริฟน้ำจิ้ม โดยกลุ่มนักเรียนเลว,145,1,1,14-11-2563,"กระทรวงศึกษาธิการ -> อนุสาวรีย์ประชาธิปไตย
กรุงเทพมหานคร",เพื่อประท้วงและขับไล่นายณัฏฐพล ทีปสุวรรณ รัฐมนตรีว่าการกระทรวงศึกษาธิการ,,"1,2,3",,
148,#ม็อบ21พฤศจิกา #บ๊ายบายไดโนเสาร์ โดยกลุ่มนักเรียนเลว,147,1,1,21-11-2563,"BTS สยาม 
กรุงเทพมหานคร",พูดถึงประเด็นปัญหาต่าง ๆ ในโรงเรียน และเรียกร้องให้รัฐโอบอุ้มความหลากหลายในทุกมิติ ทั้งเรื่องการศึกษา ศาสนา เศรษฐกิจ และการคมนาคม,,"1,2,3",,
149,แคมเปญ #1ธันวาบอกลาเครื่องแบบ โดยกลุ่มนักเรียนเลวเป็นตัวตั้ง,148,1,1,01-12-2563,โรงเรียนหลายแห่งทั่วประเทศ,แสดงออกเชิงสัญลักษณ์ต่อประเด็นเรื่องเสรีภาพในการแต่งกายของนักเรียน,,1,,
150,การชุมนุม #เลิกเรียนไปกระทรวง ของกลุ่มนักเรียนเลว,149,1,1,01-12-2563,"หน้ากระทรวงศึกษาธิการ
กรุงเทพมหานคร","เพื่อแสดงจุดยืนในการให้กระทรวงศึกษาธิการเลิกบังคับการแต่งกายชุดเครื่องแบบนักเรียน

ร่วมกันเต้น ""นักเรียนลุยไฟ"" ซึ่งมีเนื้อหาพูดถึงปัญหาต่างๆในระบบการศึกษา และสะท้อนไปยังกระทรวงศึกษาธิการ

https://thestandard.co/bad-students-protestors-rally-011263/",,1,,
